cb_code;Type;Attribut;Valeur N-1;Valeur N
17892209;Modification;cb_lgreel;1427.0371;1459.5813
21349233;Modification;cb_lgreel;1484.0594;1420.7186
25469860;Modification;cb_lgreel;449.2039;445.0118
4613047;Modification;cb_lgreel;1020.7675;986.5773
17589202;Modification;cb_lgreel;237.7478;238.9624
7685075;Modification;cb_lgreel;293.9196;254.9911
20292577;Modification;cb_lgreel;1530.1882;1475.7147
20292579;Modification;cb_lgreel;810.2399;746.5456
15565812;Modification;cb_lgreel;933.5945;469.4179
4613118;Modification;cb_lgreel;743.6656;229.3274
8872963;Modification;cb_lgreel;2.2218;28.6499
4596755;Modification;cb_lgreel;387.9672;434.6836
4596756;Modification;cb_lgreel;64.2882;29.9892
23266337;Modification;cb_lgreel;890.7693;896.9528
23594018;Modification;cb_lgreel;683.2545;623.9986
23348257;Modification;cb_lgreel;1625.3989;1624.213
23594019;Modification;cb_lgreel;1054.12;1019.6739
33342500;Modification;cb_lgreel;1421.2662;1055.8946
23266338;Modification;cb_lgreel;828.5587;795.3356
18457665;Modification;cb_lgreel;654.114;647.5706
18457666;Modification;cb_lgreel;1615.0564;1600.2311
18457667;Modification;cb_lgreel;455.7838;450.6609
17392738;Modification;cb_lgreel;1359.5617;1512.7745
25543780;Modification;cb_lgreel;7.1892;9.2121
17392739;Modification;cb_lgreel;1112.4576;1088.0422
23331968;Modification;cb_lgreel;785.0301;758.022
25134210;Modification;cb_lgreel;1169.3959;1131.2163
4629634;Modification;cb_lgreel;1127.5449;1034.0579
4605070;Modification;cb_lgreel;474.0252;465.3771
4629726;Modification;cb_lgreel;272.136;255.2995
4629728;Modification;cb_lgreel;294.5555;295.7938
4629729;Modification;cb_lgreel;270.0898;267.6078
38536417;Modification;cb_lgreel;1078.6908;1043.0706
4629730;Modification;cb_lgreel;118.356;100.6485
4637926;Modification;cb_lgreel;530.2233;528.9501
4637955;Modification;cb_lgreel;249.2697;250.4723
20743456;Modification;cb_lgreel;1532.3955;1529.4142
17859876;Modification;cb_lgreel;823.46;922.4841
17859877;Modification;cb_lgreel;469.5414;720.6239
4597064;Modification;cb_lgreel;152.4768;143.5235
4605266;Modification;cb_lgreel;624.5854;625.8411
17392996;Modification;cb_lgreel;470.7729;505.9079
17392998;Modification;cb_lgreel;841.3907;824.8933
4605287;Modification;cb_lgreel;229.9156;187.0969
4600012;Modification;cb_lgreel;487.0689;488.3131
4613549;Modification;cb_lgreel;11.428;10.198
7226802;Modification;cb_lgreel;336.7297;371.7657
7226809;Modification;cb_lgreel;336.0962;369.8765
4638157;Modification;cb_lgreel;230.5313;232.8205
18384354;Modification;cb_lgreel;1552.8023;1595.4985
18384353;Modification;cb_lgreel;1907.5772;1828.5865
15189494;Modification;cb_lgreel;280.6816;281.9361
4613653;Modification;cb_lgreel;2053.0156;2051.8726
4613654;Modification;cb_lgreel;504.598;506.7438
41240099;Modification;cb_lgreel;53.5014;54.6958
29238838;Modification;cb_lgreel;1569.0146;1470.3681
34547298;Modification;cb_lgreel;420.2895;385.2405
14870114;Modification;cb_lgreel;816.703;837.29
22791783;Modification;cb_lgreel;1004.7504;995.6788
34629226;Modification;cb_lgreel;8.1748;9.4464
4634250;Modification;cb_lgreel;28.8467;19.105
4634252;Modification;cb_lgreel;202.8848;263.1371
17229477;Modification;cb_lgreel;906.4201;905.2688
4605625;Modification;cb_lgreel;2395.4618;4057.4674
17213154;Modification;cb_lgreel;518.2783;495.7583
17213155;Modification;cb_lgreel;283.0667;298.1762
17213156;Modification;cb_lgreel;1027.9902;1030.6859
17213157;Modification;cb_lgreel;457.6059;513.7289
19302129;Modification;cb_lgreel;1232.7695;929.6501
4630303;Modification;cb_lgreel;555.1602;559.4885
4622112;Modification;cb_lgreel;293.0448;291.8587
4622115;Modification;cb_lgreel;4438.0393;4439.1644
16582435;Modification;cb_lgreel;1737.5735;1736.3882
15288133;Modification;cb_lgreel;758.3192;1018.3681
15288132;Modification;cb_lgreel;1543.7444;1544.8479
4630358;Modification;cb_lgreel;574.3213;572.9833
4597603;Modification;cb_lgreel;1109.3415;1091.496
4941667;Modification;cb_lgreel;397.7835;399.4153
4941668;Modification;cb_lgreel;165.9748;161.3878
4630381;Modification;cb_lgreel;400.6152;399.4659
4630383;Modification;cb_lgreel;588.6789;584.7266
4605812;Modification;cb_lgreel;671.3098;672.3183
8464284;Modification;cb_lgreel;564.5795;395.1007
18065313;Modification;cb_lgreel;2037.5394;1022.17
18065314;Modification;cb_lgreel;734.5845;717.0643
6154146;Modification;cb_lgreel;465.6279;462.005
6154147;Modification;cb_lgreel;413.014;401.4207
17328050;Modification;cb_lgreel;673.009;705.7049
4614075;Modification;cb_lgreel;1101.1932;1089.6249
15566833;Modification;cb_lgreel;730.5697;681.0341
15566835;Modification;cb_lgreel;1274.1678;1257.8522
14840042;Modification;cb_lgreel;1805.6684;1725.0875
34023457;Modification;cb_lgreel;1454.4337;1433.3444
19138608;Modification;cb_lgreel;313.1833;327.8542
5941329;Modification;cb_lgreel;11.631;0.0054
4638827;Modification;cb_lgreel;19.176;12.7167
4638828;Modification;cb_lgreel;206.4715;200.0122
33048740;Modification;cb_lgreel;16.0442;17.3096
42756264;Modification;cb_lgreel;63.1405;169.6357
4597946;Modification;cb_lgreel;650.7212;651.7451
18573505;Modification;cb_lgreel;1149.8001;1137.8199
22276292;Modification;cb_lgreel;103.2289;101.8777
4614341;Modification;cb_lgreel;132.7117;121.0318
25741539;Modification;cb_lgreel;855.8984;938.7849
25741540;Modification;cb_lgreel;916.5275;881.915
4597999;Modification;cb_lgreel;708.7998;684.2096
16697633;Modification;cb_lgreel;1015.5284;1003.8249
36538659;Modification;cb_lgreel;311.0524;309.7943
36538660;Modification;cb_lgreel;208.9897;210.1896
36538661;Modification;cb_lgreel;10.0878;11.1673
36538662;Modification;cb_lgreel;265.6471;281.1179
16697635;Modification;cb_lgreel;1175.4423;1176.8324
37112103;Modification;cb_lgreel;3102.2078;3199.6207
4614443;Modification;cb_lgreel;609.9743;603.2256
7735602;Modification;cb_lgreel;1332.3922;1306.8576
17910130;Modification;cb_lgreel;1047.0433;928.4906
17910131;Modification;cb_lgreel;2296.4885;2312.3842
17910133;Modification;cb_lgreel;401.7266;289.6391
17910134;Modification;cb_lgreel;1945.8265;1919.6761
17910135;Modification;cb_lgreel;566.3349;520.7973
17910132;Modification;cb_lgreel;1048.6077;1077.4005
17910137;Modification;cb_lgreel;765.5819;728.9724
17910138;Modification;cb_lgreel;997.9134;958.7784
17910139;Modification;cb_lgreel;898.2909;861.2337
4639095;Modification;cb_lgreel;985.6337;948.595
4614542;Modification;cb_lgreel;197.4807;148.6983
17443234;Modification;cb_lgreel;28.9732;30.2308
8800689;Modification;cb_lgreel;1699.6977;1702.0965
21883320;Modification;cb_lgreel;805.6724;809.3855
17893825;Modification;cb_lgreel;898.6759;892.5579
4614604;Modification;cb_lgreel;616.6554;620.6933
14969317;Modification;cb_lgreel;1712.8529;1758.3068
4614637;Modification;cb_lgreel;44.115;43.0007
14862849;Modification;cb_lgreel;708.1831;644.0247
14862850;Modification;cb_lgreel;772.2579;667.3707
14862851;Modification;cb_lgreel;1292.1559;1220.591
14862852;Modification;cb_lgreel;938.7742;877.321
14862854;Modification;cb_lgreel;1011.8306;845.274
14862853;Modification;cb_lgreel;1506.3506;1517.6437
14846466;Modification;cb_lgreel;607.0184;608.7767
4639280;Modification;cb_lgreel;461.8166;268.8324
4639281;Modification;cb_lgreel;960.4618;769.5
43805236;Modification;cb_lgreel;181.0676;188.3557
4614804;Modification;cb_lgreel;573.6507;580.9921
4631200;Modification;cb_lgreel;423.1118;421.8446
4639418;Modification;cb_lgreel;63.8731;62.6314
8350449;Modification;cb_lgreel;46.016;25.6981
42599778;Modification;cb_lgreel;825.8028;827.0205
14838558;Modification;cb_lgreel;689.1344;681.1691
14838559;Modification;cb_lgreel;669.8568;413.3206
14838560;Modification;cb_lgreel;959.557;971.7313
4614977;Modification;cb_lgreel;438.8772;428.6879
16714593;Modification;cb_lgreel;951.1814;939.8235
16714595;Modification;cb_lgreel;781.6654;782.8462
16714594;Modification;cb_lgreel;1431.9844;1355.6183
4623227;Modification;cb_lgreel;19.3084;18.1108
17394612;Modification;cb_lgreel;894.0461;859.6575
17394611;Modification;cb_lgreel;738.5016;741.266
25643970;Modification;cb_lgreel;1044.0308;680.7474
25643969;Modification;cb_lgreel;3149.0802;3517.6681
7228370;Modification;cb_lgreel;156.6108;155.5805
4598814;Modification;cb_lgreel;1007.2351;986.4547
22457380;Modification;cb_lgreel;94.1299;95.1461
4598854;Modification;cb_lgreel;175.0408;176.1347
4639853;Modification;cb_lgreel;150.1746;141.4174
22031474;Modification;cb_lgreel;627.0286;602.3598
22031475;Modification;cb_lgreel;383.4969;407.0253
17304708;Modification;cb_lgreel;256.7115;320.1993
7261329;Modification;cb_lgreel;903.6104;886.015
7261331;Modification;cb_lgreel;829.4434;811.9973
4598943;Modification;cb_lgreel;736.9641;749.8631
34098337;Modification;cb_lgreel;1055.6433;677.8322
4623534;Modification;cb_lgreel;206.8142;201.1124
7531746;Modification;cb_lgreel;76.4579;79.6508
5811429;Modification;cb_lgreel;9.6061;10.6065
4631831;Modification;cb_lgreel;439.3206;440.4735
4599064;Modification;cb_lgreel;508.7728;505.0633
30911777;Modification;cb_lgreel;1560.5981;1649.9826
4599075;Modification;cb_lgreel;134.4865;167.8419
4607278;Modification;cb_lgreel;1725.8658;1726.9639
34311476;Modification;cb_lgreel;16.9252;15.8263
17812835;Modification;cb_lgreel;548.0089;1342.8779
17812836;Modification;cb_lgreel;1079.391;1021.0214
17296746;Modification;cb_lgreel;1220.6158;1199.7308
15232382;Modification;cb_lgreel;492.341;487.9986
4631944;Modification;cb_lgreel;324.0597;322.7938
4607394;Modification;cb_lgreel;305.3443;306.611
4599219;Modification;cb_lgreel;8.0922;19.4545
4599220;Modification;cb_lgreel;150.9338;162.3113
23408115;Modification;cb_lgreel;1254.9371;1013.9045
23408116;Modification;cb_lgreel;1167.2416;1146.8182
7835139;Modification;cb_lgreel;28.9726;22.6464
7835140;Modification;cb_lgreel;172.3763;182.2044
4607572;Modification;cb_lgreel;124.1111;122.8699
23375473;Modification;cb_lgreel;335.6501;317.5791
26119802;Modification;cb_lgreel;562.5168;563.519
8130193;Modification;cb_lgreel;831.4592;830.2267
34295457;Modification;cb_lgreel;539.7584;540.7616
34295458;Modification;cb_lgreel;1166.3869;1145.4608
4634670;Modification;cb_lgreel;619.1692;618.0541
21884593;Modification;cb_lgreel;713.0423;723.2709
21884595;Modification;cb_lgreel;1237.8311;1241.3935
4624051;Modification;cb_lgreel;941.6954;857.4765
21884594;Modification;cb_lgreel;484.2589;491.9599
4607684;Modification;cb_lgreel;509.4458;510.5884
4607683;Modification;cb_lgreel;910.8061;909.7816
33296097;Modification;cb_lgreel;1439.5061;1440.8129
32190177;Modification;cb_lgreel;1177.9245;1100.9406
17810277;Modification;cb_lgreel;728.2404;861.5162
4640541;Modification;cb_lgreel;617.5252;615.3751
18296689;Modification;cb_lgreel;958.2527;1056.8172
18296690;Modification;cb_lgreel;424.0689;331.4548
4607885;Modification;cb_lgreel;569.4993;549.7134
4640671;Modification;cb_lgreel;55.4442;53.121
7147426;Modification;cb_lgreel;522.8123;521.1858
7147427;Modification;cb_lgreel;491.4816;496.4489
18649026;Modification;cb_lgreel;2599.9649;2399.958
6557649;Modification;cb_lgreel;756.4669;751.6403
33886177;Modification;cb_lgreel;1079.9223;1067.9856
4640808;Modification;cb_lgreel;20.4564;21.4731
7852082;Modification;cb_lgreel;279.6489;278.4891
42635324;Modification;cb_lgreel;177.6558;201.8487
5091414;Modification;cb_lgreel;1221.254;1168.0349
4608111;Modification;cb_lgreel;570.5599;569.2602
19501185;Modification;cb_lgreel;1606.6874;1586.1727
19501186;Modification;cb_lgreel;1292.3479;1289.5392
7205011;Modification;cb_lgreel;290.302;309.268
34328738;Modification;cb_lgreel;1072.4185;938.3303
4599974;Modification;cb_lgreel;485.9566;487.1324
32116907;Modification;cb_lgreel;792.115;698.4773
4608192;Modification;cb_lgreel;397.6564;355.2607
4608196;Modification;cb_lgreel;290.4815;238.3919
4616394;Modification;cb_lgreel;37.6853;38.9397
8433873;Modification;cb_lgreel;283.9722;280.3741
4640986;Modification;cb_lgreel;9.0908;10.3139
4640987;Modification;cb_lgreel;322.1993;313.0697
21901537;Modification;cb_lgreel;1460.3288;1627.6645
14840038;Modification;cb_lgreel;598.4573;609.3137
14840039;Modification;cb_lgreel;478.6917;468.4348
14840041;Modification;cb_lgreel;500.6452;502.1567
14840044;Modification;cb_lgreel;339.0809;345.3661
4641081;Modification;cb_lgreel;215.1084;203.493
4608361;Modification;cb_lgreel;184.2742;191.6442
4608362;Modification;cb_lgreel;95.8038;74.5691
4641143;Modification;cb_lgreel;481.5015;475.7998
4764097;Modification;cb_lgreel;714.9523;582.0238
8180225;Modification;cb_lgreel;346.5273;345.4719
10801714;Modification;cb_lgreel;59.035;57.8884
32141874;Modification;cb_lgreel;1546.7036;1447.41
16683607;Modification;cb_lgreel;728.9379;707.811
16683606;Modification;cb_lgreel;451.4985;472.0426
25134209;Modification;cb_lgreel;799.5248;806.5917
4608713;Modification;cb_lgreel;3.7107;2.313
4608717;Modification;cb_lgreel;345.3931;346.7654
4599062;Modification;cb_lgreel;429.387;346.9551
23368420;Modification;cb_lgreel;2034.6334;2032.992
18027237;Modification;cb_lgreel;1222.3777;1260.0404
18027236;Modification;cb_lgreel;787.2721;822.8208
17300839;Modification;cb_lgreel;640.452;641.7499
5485332;Modification;cb_lgreel;522.7647;524.024
4600609;Modification;cb_lgreel;649.272;589.1339
4600610;Modification;cb_lgreel;342.4124;333.1285
4600628;Modification;cb_lgreel;566.2745;480.7362
17888077;Modification;cb_lgreel;419.1241;416.5263
17888078;Modification;cb_lgreel;170.7442;174.1742
19592034;Modification;cb_lgreel;1455.2807;1454.1601
14979942;Modification;cb_lgreel;594.4117;613.5781
14979943;Modification;cb_lgreel;1607.0036;1522.8252
19633029;Modification;cb_lgreel;923.3209;919.4503
19633030;Modification;cb_lgreel;457.5281;492.1813
4617106;Modification;cb_lgreel;119.8793;142.4394
18568084;Modification;cb_lgreel;879.1957;858.9411
33887141;Modification;cb_lgreel;428.8839;429.994
17404849;Modification;cb_lgreel;1128.4833;996.5497
17404851;Modification;cb_lgreel;1165.9152;1204.309
17404853;Modification;cb_lgreel;1688.0145;1678.4728
17404854;Modification;cb_lgreel;639.7659;589.5097
15274938;Modification;cb_lgreel;1730.4267;1728.6801
34501568;Modification;cb_lgreel;1461.2932;1431.3374
34403298;Modification;cb_lgreel;581.4847;505.335
20288481;Modification;cb_lgreel;780.1298;756.7721
34403297;Modification;cb_lgreel;472.3816;394.4987
20288482;Modification;cb_lgreel;663.1397;660.1841
22606833;Modification;cb_lgreel;471.6497;472.6994
5935891;Modification;cb_lgreel;11.631;0.0054
23016448;Modification;cb_lgreel;1512.6266;1519.7327
16692233;Modification;cb_lgreel;1018.7797;1051.4109
16692234;Modification;cb_lgreel;818.4249;719.3704
16692235;Modification;cb_lgreel;607.6668;609.7815
42169378;Modification;cb_lgreel;81.8948;82.9119
20239427;Modification;cb_lgreel;153.243;172.1985
17863748;Modification;cb_lgreel;1404.8183;1296.3811
17863751;Modification;cb_lgreel;869.0849;874.3823
23245893;Modification;cb_lgreel;106.0082;104.8385
17863747;Modification;cb_lgreel;1855.0745;1654.2228
17208396;Modification;cb_lgreel;660.8538;683.1439
28922977;Modification;cb_lgreel;300.8059;299.0826
32158817;Modification;cb_lgreel;541.7836;531.2725
18379879;Modification;cb_lgreel;276.3782;279.4414
18379878;Modification;cb_lgreel;777.4524;715.795
29987940;Modification;cb_lgreel;516.074;333.7388
18379877;Modification;cb_lgreel;541.3279;545.9465
17192046;Modification;cb_lgreel;2302.6333;2251.5198
17192047;Modification;cb_lgreel;1096.3796;1078.3175
4625518;Modification;cb_lgreel;257.9306;258.9349
17192048;Modification;cb_lgreel;546.8879;543.4083
4609144;Modification;cb_lgreel;162.9696;161.8653
4609145;Modification;cb_lgreel;193.4644;192.3621
4617343;Modification;cb_lgreel;31.1499;30.0282
5059732;Modification;cb_lgreel;707.0472;693.1468
4641490;Modification;cb_lgreel;262.186;260.944
34542819;Modification;cb_lgreel;531.4256;544.3894
15234289;Modification;cb_lgreel;1100.7142;1003.579
15234291;Modification;cb_lgreel;467.1898;471.1576
29242657;Modification;cb_lgreel;420.2044;400.1227
4642094;Modification;cb_lgreel;714.2166;700.4624
16119089;Modification;cb_lgreel;832.7764;816.8216
19707242;Modification;cb_lgreel;879.4378;900.7486
18437511;Modification;cb_lgreel;1562.6571;1210.4315
18437513;Modification;cb_lgreel;813.6698;815.3341
18437514;Modification;cb_lgreel;729.0901;707.2721
18437515;Modification;cb_lgreel;700.7624;669.7295
18437516;Modification;cb_lgreel;448.6878;450.1145
18437517;Modification;cb_lgreel;1853.1014;1434.8916
18437518;Modification;cb_lgreel;1383.8;1381.8895
4609429;Modification;cb_lgreel;945.838;947.0486
11007382;Modification;cb_lgreel;271.9444;270.9139
15570346;Modification;cb_lgreel;873.679;876.6192
15570347;Modification;cb_lgreel;1635.7705;1645.1153
5141969;Modification;cb_lgreel;126.0385;124.9343
23336424;Modification;cb_lgreel;221.7091;222.9911
23336425;Modification;cb_lgreel;114.8711;111.9271
4609551;Modification;cb_lgreel;291.9839;300.3987
30365219;Modification;cb_lgreel;727.5259;722.642
22214178;Modification;cb_lgreel;269.8064;258.5361
4634251;Modification;cb_lgreel;59.9045;54.7544
4634253;Modification;cb_lgreel;767.2165;757.1012
18273961;Modification;cb_lgreel;988.8382;971.8647
18273962;Modification;cb_lgreel;1333.9324;1323.9599
4609712;Modification;cb_lgreel;666.664;656.4443
4609714;Modification;cb_lgreel;386.5898;409.1545
4609713;Modification;cb_lgreel;796.4592;786.2401
4609709;Modification;cb_lgreel;640.0547;638.2615
4609729;Modification;cb_lgreel;266.4889;262.3624
4642556;Modification;cb_lgreel;647.5274;539.0514
25876259;Modification;cb_lgreel;1198.1987;1196.9883
4642625;Modification;cb_lgreel;58.0077;32.1344
4601672;Modification;cb_lgreel;22.8144;13.2725
18020193;Modification;cb_lgreel;1074.4306;1077.2656
4601702;Modification;cb_lgreel;639.285;597.7391
4601711;Modification;cb_lgreel;296.666;297.9306
4601712;Modification;cb_lgreel;298.6154;299.8817
32192417;Modification;cb_lgreel;529.6539;430.3297
17389475;Modification;cb_lgreel;437.1642;469.2316
17389473;Modification;cb_lgreel;1255.2143;1251.3813
17389474;Modification;cb_lgreel;607.4024;613.3463
17389477;Modification;cb_lgreel;567.6901;579.3182
17389476;Modification;cb_lgreel;532.0806;541.0734
43169716;Modification;cb_lgreel;490.8691;509.7635
43169717;Modification;cb_lgreel;335.5427;336.9176
17307616;Modification;cb_lgreel;751.2648;755.9499
17373207;Modification;cb_lgreel;989.6094;986.1926
16701475;Modification;cb_lgreel;1392.7178;1319.5586
16701477;Modification;cb_lgreel;1343.2422;1076.6665
16701479;Modification;cb_lgreel;527.9633;520.1787
16701482;Modification;cb_lgreel;889.541;536.1764
16701483;Modification;cb_lgreel;837.7926;791.1572
16701484;Modification;cb_lgreel;1239.9987;1231.4656
4601901;Modification;cb_lgreel;627.7393;628.7887
16701487;Modification;cb_lgreel;793.6707;691.8588
4634672;Modification;cb_lgreel;284.2106;292.3329
7452721;Modification;cb_lgreel;18.4141;0.4989
16701488;Modification;cb_lgreel;802.3962;873.9479
4634671;Modification;cb_lgreel;180.0555;189.0174
12933219;Modification;cb_lgreel;524.132;519.3416
12933220;Modification;cb_lgreel;37.5409;15.9829
4601976;Modification;cb_lgreel;1253.496;1251.8292
4601977;Modification;cb_lgreel;415.9003;414.2338
29259963;Modification;cb_lgreel;1387.9272;1411.8859
4602122;Modification;cb_lgreel;219.3611;220.5574
8198418;Modification;cb_lgreel;642.1566;550.4565
8198419;Modification;cb_lgreel;689.781;599.0455
6281509;Modification;cb_lgreel;110.6162;111.833
6281510;Modification;cb_lgreel;905.3407;904.0769
34934817;Modification;cb_lgreel;1161.0944;1150.6118
4610402;Modification;cb_lgreel;835.8796;823.8901
32184737;Modification;cb_lgreel;756.8335;784.8129
22763937;Modification;cb_lgreel;166.4583;165.3273
19839393;Modification;cb_lgreel;658.4221;810.7796
8433876;Modification;cb_lgreel;393.4759;390.3427
36649395;Modification;cb_lgreel;12.2218;14.2769
17177013;Modification;cb_lgreel;1084.5482;1039.1145
17177012;Modification;cb_lgreel;655.8815;666.6779
17177011;Modification;cb_lgreel;1532.9254;912.164
20453859;Modification;cb_lgreel;590.2638;589.069
17201649;Modification;cb_lgreel;795.027;797.2351
17201650;Modification;cb_lgreel;282.4209;321.4673
17201651;Modification;cb_lgreel;465.7507;459.6779
17201652;Modification;cb_lgreel;227.3996;228.6354
17201653;Modification;cb_lgreel;443.4898;525.9266
17201655;Modification;cb_lgreel;1147.8558;1126.9676
11082260;Modification;cb_lgreel;273.6468;272.2486
7428629;Modification;cb_lgreel;144.7063;138.9962
28875298;Modification;cb_lgreel;1503.4499;1494.7284
28875299;Modification;cb_lgreel;121.5876;129.3515
28875300;Modification;cb_lgreel;163.2489;153.7545
28875301;Modification;cb_lgreel;198.3086;188.6558
33012289;Modification;cb_lgreel;697.3403;696.1776
17373798;Modification;cb_lgreel;771.6932;772.8359
4602487;Modification;cb_lgreel;748.0416;233.4247
4602489;Modification;cb_lgreel;393.3161;284.7352
17332865;Modification;cb_lgreel;630.8799;620.1693
34618022;Modification;cb_lgreel;47.2634;3.1475
34618023;Modification;cb_lgreel;1736.4753;1769.1801
14842595;Modification;cb_lgreel;1716.1519;1556.9473
14842625;Modification;cb_lgreel;1888.4585;1870.0329
14842626;Modification;cb_lgreel;874.9631;851.2811
7682849;Modification;cb_lgreel;14.0843;0.165
4610860;Modification;cb_lgreel;641.4455;549.4486
15113025;Modification;cb_lgreel;557.9609;556.6979
23346018;Modification;cb_lgreel;1075.6808;958.5007
23346017;Modification;cb_lgreel;949.856;961.3151
29285224;Modification;cb_lgreel;611.5262;565.4427
16653169;Modification;cb_lgreel;312.5527;428.6789
21625714;Modification;cb_lgreel;701.6804;693.1711
16653176;Modification;cb_lgreel;508.9668;514.2178
29268897;Modification;cb_lgreel;1478.2576;1469.2286
29268899;Modification;cb_lgreel;1216.2718;1228.0119
33364903;Modification;cb_lgreel;1135.5928;1137.2127
21912417;Modification;cb_lgreel;976.3025;990.2737
4602826;Modification;cb_lgreel;171.758;68.1221
7166951;Modification;cb_lgreel;405.5151;146.7463
17333217;Modification;cb_lgreel;585.9834;598.9156
4604396;Modification;cb_lgreel;267.2049;265.9397
23845873;Modification;cb_lgreel;921.3264;932.1018
23845874;Modification;cb_lgreel;726.7723;618.9533
17398792;Modification;cb_lgreel;1111.1854;1074.271
14842913;Modification;cb_lgreel;845.4818;818.1439
14842914;Modification;cb_lgreel;982.6904;987.4658
14842916;Modification;cb_lgreel;1225.3865;835.6286
32308271;Modification;cb_lgreel;14.4434;13.2723
4611164;Modification;cb_lgreel;17.4908;14.2232
4602989;Modification;cb_lgreel;134.2688;133.0602
18568083;Modification;cb_lgreel;802.8743;769.7155
18390145;Modification;cb_lgreel;1451.1568;1430.8939
4594839;Modification;cb_lgreel;206.2748;156.7378
33995937;Modification;cb_lgreel;1081.2837;1057.3884
29162674;Modification;cb_lgreel;442.325;440.7393
15580343;Modification;cb_lgreel;435.7547;437.9968
15580344;Modification;cb_lgreel;837.9277;963.3114
15580345;Modification;cb_lgreel;862.7599;485.6957
4603083;Modification;cb_lgreel;263.0169;261.3609
13114581;Modification;cb_lgreel;242.6828;241.4826
8453361;Modification;cb_lgreel;562.3587;755.3147
4594965;Modification;cb_lgreel;1082.6054;1083.7924
4594979;Modification;cb_lgreel;87.5149;86.3352
30276902;Modification;cb_lgreel;536.9089;524.4103
33963313;Modification;cb_lgreel;568.4856;547.3425
19406130;Modification;cb_lgreel;827.3211;811.0589
19406129;Modification;cb_lgreel;602.703;601.4408
6864210;Modification;cb_lgreel;212.0776;194.6179
30342499;Modification;cb_lgreel;448.2774;446.9305
30342500;Modification;cb_lgreel;613.5173;614.657
4636029;Modification;cb_lgreel;303.7971;302.5859
4611471;Modification;cb_lgreel;589.8657;591.0004
11443666;Modification;cb_lgreel;147.5554;149.9416
17432033;Modification;cb_lgreel;787.8115;775.5745
17432034;Modification;cb_lgreel;704.1828;669.309
33013221;Modification;cb_lgreel;1042.1167;1028.3385
4595235;Modification;cb_lgreel;991.6548;992.6759
7224865;Modification;cb_lgreel;388.5049;435.1602
4636197;Modification;cb_lgreel;792.2925;793.3573
4603448;Modification;cb_lgreel;1122.0209;1124.6646
4603465;Modification;cb_lgreel;789.2327;790.7336
4603467;Modification;cb_lgreel;19.3282;18.0964
19581217;Modification;cb_lgreel;41.3256;40.1067
33717858;Modification;cb_lgreel;904.2862;890.5367
